10,1295
10.02,1302
10.04,1322
10.06,1323
10.08,1298
10.1,1310
10.12,1372
10.14,1276
10.16,1365
10.18,1297
10.2,1318
10.22,1336
10.24,1304
10.26,1333
10.28,1319
10.3,1383
10.32,1332
10.34,1211
10.36,1364
10.38,1340
10.4,1305
10.42,1266
10.44,1331
10.46,1295
10.48,1347
10.5,1281
10.52,1312
10.54,1336
10.56,1357
10.58,1344
10.6,1370
10.62,1281
10.64,1263
10.66,1281
10.68,1335
10.7,1324
10.72,1347
10.74,1275
10.76,1260
10.78,1337
10.8,1281
10.82,1273
10.84,1345
10.86,1271
10.88,1272
10.9,1228
10.92,1378
10.94,1313
10.96,1294
10.98,1324
11,1279
11.02,1345
11.04,1382
11.06,1366
11.08,1285
11.1,1291
11.12,1310
11.14,1378
11.16,1311
11.18,1381
11.2,1344
11.22,1363
11.24,1334
11.26,1307
11.28,1342
11.3,1334
11.32,1382
11.34,1392
11.36,1375
11.38,1301
11.4,1329
11.42,1356
11.44,1350
11.46,1356
11.48,1310
11.5,1355
11.52,1312
11.54,1355
11.56,1351
11.58,1301
11.6,1340
11.62,1256
11.64,1320
11.66,1295
11.68,1280
11.7,1323
11.72,1405
11.74,1332
11.76,1304
11.78,1330
11.8,1299
11.82,1327
11.84,1366
11.86,1323
11.88,1365
11.9,1327
11.92,1355
11.94,1332
11.96,1363
11.98,1355
12,1305
12.02,1346
12.04,1334
12.06,1321
12.08,1318
12.1,1328
12.12,1344
12.14,1359
12.16,1356
12.18,1398
12.2,1309
12.22,1309
12.24,1392
12.26,1366
12.28,1373
12.3,1368
12.32,1373
12.34,1426
12.36,1381
12.38,1436
12.4,1329
12.42,1362
12.44,1388
12.46,1407
12.48,1401
12.5,1354
12.52,1321
12.54,1322
12.56,1391
12.58,1350
12.6,1400
12.62,1351
12.64,1361
12.66,1364
12.68,1424
12.7,1382
12.72,1347
12.74,1366
12.76,1343
12.78,1306
12.8,1319
12.82,1371
12.84,1304
12.86,1384
12.88,1382
12.9,1382
12.92,1396
12.94,1300
12.96,1369
12.98,1433
13,1376
13.02,1378
13.04,1379
13.06,1451
13.08,1379
13.1,1313
13.12,1445
13.14,1387
13.16,1349
13.18,1337
13.2,1348
13.22,1423
13.24,1369
13.26,1353
13.28,1401
13.3,1347
13.32,1402
13.34,1380
13.36,1399
13.38,1432
13.4,1366
13.42,1379
13.44,1342
13.46,1398
13.48,1394
13.5,1364
13.52,1341
13.54,1361
13.56,1342
13.58,1404
13.6,1390
13.62,1336
13.64,1334
13.66,1417
13.68,1453
13.7,1366
13.72,1362
13.74,1340
13.76,1467
13.78,1484
13.8,1434
13.82,1455
13.84,1421
13.86,1508
13.88,1471
13.9,1450
13.92,1537
13.94,1457
13.96,1544
13.98,1533
14,1566
14.02,1683
14.04,1728
14.06,1787
14.08,1880
14.1,1855
14.12,2048
14.14,2266
14.16,2432
14.18,2694
14.2,3239
14.22,3806
14.24,4800
14.26,5676
14.28,5939
14.3,5455
14.32,4405
14.34,3331
14.36,2498
14.38,2119
14.4,1867
14.42,1696
14.44,1641
14.46,1563
14.48,1537
14.5,1504
14.52,1525
14.54,1512
14.56,1528
14.58,1441
14.6,1500
14.62,1499
14.64,1477
14.66,1434
14.68,1361
14.7,1521
14.72,1392
14.74,1425
14.76,1449
14.78,1415
14.8,1456
14.82,1395
14.84,1409
14.86,1387
14.88,1407
14.9,1438
14.92,1402
14.94,1392
14.96,1443
14.98,1361
15,1388
15.02,1393
15.04,1417
15.06,1381
15.08,1457
15.1,1467
15.12,1438
15.14,1469
15.16,1381
15.18,1395
15.2,1416
15.22,1420
15.24,1432
15.26,1412
15.28,1362
15.3,1404
15.32,1456
15.34,1434
15.36,1454
15.38,1433
15.4,1371
15.42,1417
15.44,1409
15.46,1412
15.48,1428
15.5,1475
15.52,1480
15.54,1438
15.56,1508
15.58,1441
15.6,1514
15.62,1454
15.64,1442
15.66,1404
15.68,1359
15.7,1416
15.72,1390
15.74,1441
15.76,1446
15.78,1405
15.8,1476
15.82,1400
15.84,1359
15.86,1440
15.88,1382
15.9,1393
15.92,1453
15.94,1393
15.96,1432
15.98,1445
16,1410
16.02,1357
16.04,1446
16.06,1415
16.08,1384
16.1,1417
16.12,1420
16.14,1411
16.16,1406
16.18,1482
16.2,1426
16.22,1438
16.24,1394
16.26,1440
16.28,1405
16.3,1407
16.32,1421
16.34,1407
16.36,1451
16.38,1462
16.4,1484
