1	20.3863	4.35639	1047.41	0.0640	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	28381.290000	0.007675
2	20.5348	4.32523	758.96	0.0640	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	28387.930000	0.007618
3	21.3687	4.15827	8911.19	0.0895	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	1464.763000	0.141944
4	21.9075	4.05722	345.71	0.0768	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	2180.166000	0.093048
5	22.6090	3.93289	9915.44	0.0640	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	28485.990000	0.006903
6	22.8094	3.89879	7193.38	0.0512	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	28495.990000	0.006841
7	23.4818	3.78865	190.44	0.0768	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	2174.089000	0.087132
8	24.2541	3.66973	4503.99	0.3326	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	280.649200	0.653793
9	25.1281	3.54403	2352.17	0.2558	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	370.392300	0.478416
10	25.5695	3.48385	640.94	0.0512	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	28643.460000	0.006081
11	26.0858	3.41605	19685.73	0.1407	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	733.419000	0.232885
12	27.0978	3.29073	1082.55	0.1535	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	659.945500	0.249318
13	27.3366	3.26252	307.65	0.0640	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	28747.470000	0.005674
14	27.7663	3.21301	583.45	0.0640	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	25011.260000	0.006423
15	28.5119	3.13066	15872.78	0.1407	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	736.689000	0.212482
16	29.3087	3.04734	15169.03	0.0895	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	1472.091000	0.103504
17	29.7355	3.00456	30988.90	0.1023	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	1157.121000	0.129829
18	30.6559	2.91642	15083.80	0.1791	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	554.712200	0.262877
19	30.9835	2.88632	11075.52	0.1535	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	665.261500	0.216931
20	31.9597	2.80036	2482.63	0.1791	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	556.407900	0.251646
21	32.2806	2.77325	2868.87	0.1791	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	556.840200	0.249016
22	33.3799	2.68439	6380.07	0.1279	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	842.159900	0.159375
23	34.7602	2.58089	180.54	0.1279	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	845.104100	0.152697
24	35.5124	2.52793	357.60	0.0768	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	2182.165000	0.057923
25	36.0230	2.49326	5021.25	0.0768	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	2184.659000	0.057063
26	36.8112	2.44167	41818.78	0.2303	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	426.399800	0.286312
27	37.7664	2.38011	1085.70	0.0936	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	4182.521000	0.028453
28	37.9393	2.37163	835.86	0.1279	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	852.656300	0.139073
29	38.5529	2.33528	33228.27	0.1535	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	678.777400	0.172021
30	39.1023	2.30372	487.94	0.8187	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	116.420800	0.989395
31	39.7645	2.26687	26401.44	0.1407	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	758.321600	0.149466
32	41.6470	2.16866	21195.13	0.1407	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	763.061000	0.142102
33	42.9080	2.10780	197.42	0.1023	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	1199.713000	0.087846
34	43.4528	2.08263	312.65	0.1279	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	868.456000	0.119904
35	44.3895	2.04083	7886.11	0.3070	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	322.007300	0.316892
36	45.0809	2.01113	166.70	0.2047	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	498.423000	0.201749
37	45.8563	1.97891	2574.22	0.2047	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	499.873800	0.197941
38	47.2625	1.92326	10861.75	0.1279	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	881.543900	0.109085
39	48.4728	1.87803	7377.03	0.3070	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	327.026500	0.287138
40	48.9367	1.86131	8173.30	0.1791	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	588.089500	0.158251
41	49.3502	1.84668	728.81	0.1279	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	889.532900	0.103800
42	50.3740	1.81152	3259.18	0.2558	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	399.506900	0.226720
