43	51.2511	1.78256	3334.01	0.2047	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	510.980400	0.174426
44	51.7520	1.76502	13893.52	0.1872	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	553.658100	0.159396
45	51.9341	1.76363	7383.96	0.1248	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	1183.776000	0.074492
46	52.5521	1.74002	4170.84	0.2808	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	319.253200	0.272514
47	53.6394	1.70728	9493.65	0.2496	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	373.368500	0.228632
48	53.9361	1.69859	6926.31	0.1248	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	1197.762000	0.070907
49	54.9929	1.66842	42.62	0.3744	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	227.982000	0.365910
50	56.0388	1.63974	3043.09	0.2184	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	452.888100	0.181031
51	56.7926	1.61975	4403.79	0.1248	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	1225.198000	0.066101
52	56.9947	1.61849	1733.39	0.1248	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	1230.347000	0.065774
53	58.0668	1.58720	122.50	0.3744	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	231.589200	0.342676
54	58.9966	1.56438	4386.56	0.2808	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	330.170900	0.236905
55	59.7899	1.54551	155.39	0.3120	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	290.892400	0.265650
56	60.3061	1.53351	30.08	0.1560	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	787.767600	0.097332
57	61.7492	1.50109	273.31	0.3120	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	294.225200	0.255092
58	62.5483	1.48382	279.88	0.3120	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	295.642300	0.250948
59	63.3167	1.46765	1859.89	0.1560	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	806.644700	0.090972
60	63.8563	1.45654	2580.32	0.2184	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	475.448800	0.153175
61	64.5230	1.44309	1576.98	0.1560	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	814.884500	0.088546
62	65.0067	1.43352	605.26	0.3120	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	300.222200	0.238743
63	65.7453	1.41919	2105.99	0.3744	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	242.159100	0.293028
64	66.4697	1.40547	1928.70	0.1248	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	1355.129000	0.051857
65	66.8781	1.39788	2483.06	0.1560	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	832.198400	0.083987
66	68.1568	1.37473	3778.93	0.1872	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	617.512200	0.111312
67	68.3655	1.37104	5335.58	0.1560	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	844.034300	0.081220
68	68.7494	1.36432	6512.18	0.1872	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	620.610200	0.109918
69	68.9659	1.36395	3181.42	0.1248	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	1404.480000	0.048557
70	70.1315	1.34078	3516.96	0.2184	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	498.403200	0.134508
71	72.3570	1.30492	1469.42	0.2184	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	507.791800	0.128490
72	72.7830	1.29833	4960.47	0.1248	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	1484.994000	0.043715
73	72.9864	1.29843	2303.87	0.1872	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	646.453300	0.100427
74	73.4042	1.28887	549.28	0.1248	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	1500.550000	0.042947
75	73.9533	1.28065	3486.66	0.1560	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	895.771200	0.071483
76	74.1852	1.28040	1601.86	0.1560	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	900.431900	0.071099
77	75.9197	1.25230	1760.46	0.1872	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	664.033300	0.094295
78	76.7596	1.24067	1548.17	0.1872	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	669.933200	0.092597
79	78.5774	1.21646	1843.19	0.2496	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	445.465800	0.136538
80	78.9518	1.21163	1918.35	0.1872	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	686.270900	0.088276
81	79.2483	1.21084	1130.64	0.1560	0.600	0.00				0.000000	0.000000		0.00	Included	Search Peaks	960.419500	0.063037
