5.02,6.702706
5.03,5.783865
5.04,5.11902
5.05,3.762796
5.06,9.612321
5.07,14.5583
5.08,8.6329
5.09,0.504151
5.1,6.371583
5.11,11.25778
5.12,7.155333
5.13,8.082769
5.14,3.031564
5.15,8.994649
5.16,0.940543
5.17,15.89836
5.18,14.84408
5.19,7.790384
5.2,16.73823
5.21,11.68928
5.22,3.64325
5.23,6.62025
5.24,11.59573
5.25,7.550034
5.26,4.084105
5.27,6.022032
5.28,5.962285
5.29,12.9149
5.3,2.86856
5.31,7.823298
5.32,10.77982
5.33,2.737944
5.34,5.696903
5.35,4.656693
5.36,12.61732
5.37,8.578878
5.38,6.541403
5.39,14.52157
5.4,3.485665
5.41,13.45076
5.42,5.513418
5.43,6.480293
5.44,7.446385
5.45,7.41367
5.46,1.38212
5.47,1.35177
5.48,7.332431
5.49,6.304224
5.5,7.277191
5.51,1.748719
5.52,0.773565
5.53,3.269807
5.54,4.252078
5.55,3.22888
5.56,5.20666
5.57,6.478697
5.58,8.453297
5.59,14.42894
5.6,10.40593
5.61,3.383598
5.62,3.362051
5.63,6.340912
5.64,3.361294
5.65,11.3395
5.66,7.318304
5.67,10.29768
5.68,2.277533
5.69,14.2579
5.7,6.238888
5.71,3.220518
5.72,9.202787
5.73,3.187278
5.74,9.173007
5.75,9.15922
5.76,5.145908
5.77,4.133067
5.78,0.122114
5.79,5.11164
5.8,13.10162
5.81,4.092043
5.82,10.08291
5.83,8.074175
5.84,0.934197
5.85,1.061194
5.86,5.055967
5.87,11.05339
5.88,9.05112
5.89,7.049143
5.9,6.047445
5.91,7.046029
5.92,11.04628
5.93,10.0479
5.94,5.049748
5.95,7.051913
5.96,5.45E-02
5.97,11.05833
5.98,10.06343
5.99,2.068693
6,3.074112
6.01,6.07972
6.02,13.08533
6.03,1.090942
6.04,7.096749
6.05,0.897255
6.06,19.10893
6.07,5.115305
6.08,0.121842
6.09,5.128542
6.1,8.135953
6.11,2.143536
6.12,7.151283
6.13,2.158895
6.14,2.83334
6.15,13.17458
6.16,6.183641
6.17,8.192228
6.18,5.200346
6.19,3.208819
6.2,10.26431
6.21,9.238826
6.22,11.25015
6.23,2.257202
6.24,9.263117
6.25,1.253671
6.26,4.253689
6.27,12.25417
6.28,0.745442
6.29,10.18789
6.3,3.189683
6.31,3.192138
6.32,6.195376
6.33,2.19909
6.34,7.198015
6.35,11.20242
6.36,12.19273
6.37,6.197842
6.38,12.20334
6.39,5.209213
6.4,16.21611
6.41,11.22348
6.42,5.231182
6.43,12.23913
6.44,19.24731
6.45,13.3684
6.46,10.37469
6.47,20.42928
6.48,14.43635
6.49,11.44375
6.5,15.44942
6.51,13.45746
6.52,8.465811
6.53,17.47273
6.54,15.48168
6.55,18.59408
6.56,18.60359
6.57,16.61499
6.58,6.625069
6.59,18.63535
6.6,11.64589
6.61,15.6567
6.62,8.667323
6.63,4.678198
6.64,17.68933
6.65,16.70071
6.66,15.70789
6.67,10.71539
6.68,17.72745
6.69,11.01845
6.7,19.03095
6.71,10.97649
6.72,18.95424
6.73,11.17968
6.74,13.19264
6.75,19.2058
6.76,18.21914
6.77,5.231382
6.78,27.24382
6.79,13.25645
6.8,15.26927
6.81,24.28227
6.82,21.29545
6.83,5.325771
6.84,32.54326
6.85,12.55677
6.86,24.57046
6.87,27.58473
6.88,23.59916
6.89,23.61376
6.9,5.638432
6.91,12.65334
6.92,18.6773
6.93,21.69251
6.94,11.902
6.95,11.91747
6.96,27.93307
6.97,8.948787
6.98,13.9591
6.99,19.97505
7,15.9911
7.01,19.00726
7.02,16.02353
7.03,21.03989
7.04,16.02201
7.05,21.03785
7.06,23.05448
7.07,27.07119
7.08,22.08798
7.09,13.10484
7.1,18.12176
7.11,23.13876
7.12,14.15582
7.13,24.17293
7.14,18.1901
7.15,19.20731
7.16,19.22059
7.17,13.2379
7.18,23.25525
7.19,24.32563
7.2,16.34304
7.21,11.36049
7.22,24.37798
7.23,29.39549
7.24,11.41304
7.25,19.40053
7.26,11.41813
7.27,16.43576
7.28,25.45053
7.29,22.46821
7.3,17.48592
7.31,15.61233
7.32,9.631293
7.33,18.64905
7.34,21.52569
7.35,14.54348
7.36,23.56129
7.37,15.57911
7.38,29.63893
7.39,21.65679
7.4,19.67448
7.41,16.69233
7.42,23.71021
7.43,25.72812
7.44,28.74606
7.45,28.7641
7.46,24.7822
7.47,13.80036
7.48,19.79644
7.49,10.81531
7.5,17.83392
7.51,13.88722
7.52,15.90592
7.53,19.92465
7.54,16.94344
7.55,8.962264
7.56,9.981181
7.57,23.00094
7.58,15.02074
7.59,12.19028
7.6,16.23383
7.61,15.25368
7.62,9.273822
7.63,4.29398
7.64,1.685856
7.65,7.333324
7.66,0.647474
7.67,8.371292
7.68,11.39007
7.69,1.408875
7.7,5.427696
7.71,4.446531
7.72,4.465378
7.73,3.484238
7.74,1.496894
7.75,8.521067
7.76,0.539029
7.77,1.556979
7.78,5.574931
7.79,1.592883
7.8,6.610835
7.81,5.628784
7.82,4.64673
7.83,1.664674
7.84,1.682612
7.85,4.700544
7.86,11.71849
7.87,3.736443
7.88,4.245611
7.89,2.769938
7.9,0.214523
7.91,3.80114
7.92,3.183054
7.93,3.83091
7.94,8.844857
7.95,10.85879
7.96,12.87271
7.97,1.886615
7.98,5.900508
7.99,7.914387
8,11.92826
8.01,2.942514
8.02,4.32E-02
8.03,3.029205
8.04,5.983055
8.05,7.995296
8.06,3.100043
8.07,8.112242
8.08,10.12442
8.09,0.136564
8.1,6.148563
8.11,0.160536
8.12,3.172368
8.13,2.815826
8.14,4.194276
8.15,6.204351
8.16,8.214395
8.17,5.22441
8.18,3.234421
8.19,6.2444
8.2,4.254351
8.21,7.264267
8.22,6.274153
8.23,9.284009
8.24,7.29399
8.25,10.30394
8.26,4.313868
8.27,8.32376
8.28,8.333619
8.29,14.34345
8.3,1.353245
8.31,6.363008
8.32,2.37274
8.33,9.382438
8.34,5.392103
8.35,4.401733
8.36,7.411352
8.37,6.420936
8.38,0.569514
8.39,6.439508
8.4,1.448496
8.41,13.45745
8.42,8.466372
8.43,2.475257
8.44,1.48411
8.45,8.493066
8.46,8.501992
8.47,7.51088
8.48,2.519748
8.49,3.528583
8.5,1.462618
8.51,0.54519
8.52,5.552951
8.53,7.560678
8.54,5.568985
8.55,2.577258
8.56,1.586214
8.57,0.404863
8.58,3.603626
8.59,5.612084
8.6,1.620511
8.61,4.628904
8.62,5.637267
8.63,7.645596
8.64,5.653894
8.65,1.662158
8.66,5.67039
8.67,5.678589
8.68,0.686859
